Cordis ID,Acronym,Title,Funding scheme,OrganisationID,Organisation name,shortName,SME,activityType,city,country,geolocation,Website,role,ecContribution,totalCost,theme,topic,eu
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,986039921,HOCHSCHULE EMDEN/LEER,HS EL,false,HES,Emden,DE,"53.3690121,7.1843534",NA,participant,470625,470625,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,917577903,DUISBURGER HAFEN AKTIENGESELLSCHAFT,NA,false,PRC,Duisburg,DE,"51.44988895,6.74296148196991",NA,participant,222500,222500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,898603345,GVZ ENTWICKLUNGSGESELLSCHAFT WOLFSBURG MBH,NA,false,PRC,Wolfsburg,DE,"52.43409785,10.800514718109818",NA,participant,71875,71875,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,996239956,UNIWERSYTET MORSKI W GDYNI,NA,false,HES,Gdynia,PL,"54.57919135,18.519857454950444",www.am.gdynia.pl,participant,90750,90750,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,903283304,EINRIDE AB,NA,true,PRC,Stockholm,SE,"59.496510549999996,18.22277924122159",NA,participant,272500,272500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,902793745,FREIGHTWAVES INC,NA,false,PRC,Chattanooga Tn,US,"35.10215255,-85.30790919129984",NA,internationalPartner,0,0,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,896248864,LOGISTIK-INITIATIVE HAMBURG MANAGEMENT GMBH,LOGISTIK-INITIATIVE HAMBURG,false,PRC,Hamburg,DE,"53.55126545,9.983739750000002",NA,participant,138500,138500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,911695241,NXTPORT,NA,false,PRC,Antwerpen,BE,"51.2258219,4.4005703",NA,participant,26500,26500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,928520376,ASTAZERO AB,NA,false,REC,Boras,SE,"57.715911899999995,12.891689409723796",NA,participant,126250,126250,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,939560916,LOGIT ONE,Logit One,true,PRC,Antwerpen,BE,"51.1997376,4.4338906",http://www.logit-one.com,participant,365000,365000,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,999925277,AKER ARCTIC TECHNOLOGY OY,NA,false,PRC,Helsinki,FI,"60.2122473,25.1806333029079",www.akerarctic.fi,participant,260500,260500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,998082180,UNIVERSITE LAVAL,NA,false,HES,Quebec,CA,"46.7794069,-71.2769246",http://www.ulaval.ca,participant,0,157500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,999647857,VILNIAUS GEDIMINO TECHNIKOS UNIVERSITETAS,VILNIUS TECH,false,HES,Vilnius,LT,"54.7216492,25.3375902203968",www.vgtu.lt,participant,130625,130625,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,996314549,Stena Rederi AB,NA,false,PRC,Gothenburg,SE,"57.7072326,11.9670171",NA,participant,0,0,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,995827900,AKCIJU SABIEDRIBA TRANSPORTA UN SAKARU INSTITUTS,TRANSPORT AND TELECOMMUNICATION INSTITUTE TTI,false,HES,Riga,LV,"56.9368738,24.1583174",www.tsi.lv,participant,130625,130625,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,885183686,TRANSPOREON GMBH,TRANSPOREON,false,PRC,Ulm,DE,"48.4114122,10.0050205",NA,thirdParty,0,160000,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,996761428,STENA LINE SCANDINAVIA AB,Stena Line,false,PRC,GOTEBORG,SE,"57.6999247,11.9433271",NA,participant,292500,292500,Digitalization,AI,Yes
861584,ePIcenter,Enhanced Physical Internet-Compatible Earth-frieNdly freight Transportation answER,RIA,986196188,UNIVERSITY OF VICTORIA,UVIC,false,HES,Victoria,CA,"43.9107425839003,-79.34613512423854",NA,internationalPartner,0,0,Digitalization,AI,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,950631817,DNV HELLAS SINGLE MEMBER SA,DNV,false,PRC,PIRAEUS,EL,"38.9953683,21.9877132",NA,participant,158750,158750,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,966156376,SCHEEPSWERF DAMEN GORINCHEM BV,DAMEN SHIPYARDS DAMEN SHIPYARDS GORINCHEM DAMEN PARTS CHANTIERS NAVALS DAMEN DAMEN FIELS SERVICES DAMEN TECHN,false,PRC,Gorinchem,NL,"51.8421872,4.97460046726009",www.damen.nl,participant,106250,106250,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,952267237,OY WOIKOSKI AB,NA,true,PRC,Valkeala,FI,"60.9427479029061,26.800467007503382",www.woikoski.fi,participant,126250,126250,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,924400980,ATENA SCARL - DISTRETTO ALTA TECNOLOGIA ENERGIA AMBIENTE,NA,true,OTH,Napoli,IT,"40.8838572,14.284543225740897",NA,participant,130625,130625,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,941860301,GHENOVA INGENIERIA SL,GHENOVA INGENIERIA,false,PRC,Sevilla,ES,"41.1140499,1.2466773",NA,participant,148750,148750,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,932760440,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,false,REC,Espoo,FI,"60.2051454,24.6569676",www.vtt.fi,participant,470000,470000,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,999856019,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,UNIPARTH,false,HES,Napoli,IT,"40.8359336,14.2487826",http://www.uniparthenope.it,thirdParty,0,35000,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,986337420,DANAOS SHIPPING COMPANY LIMITED,NA,false,PRC,Limassol,CY,"34.79489125,32.985589384508",http://www.danaosshipping.com,participant,106250,106250,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,999988521,"AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE",ENEA,false,REC,Roma,IT,"41.9336477,12.465471",http://www.enea.it,thirdParty,0,25000,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,894314878,LEVANTE FERRIES NAFTIKI ETAIREIA,NA,false,PRC,"KALLITHEA, ATHINA",EL,"37.9476518,23.6980664",NA,participant,125000,125000,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,996222011,Proton Motor Fuel Cell GmbH,Proton Motor,true,PRC,Puccheim,DE,"51.0834196,10.4234469",www.proton-motor.de,participant,176250,176250,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,999879881,POLITECNICO DI MILANO,POLIMI,false,HES,Milano,IT,"45.4791336,9.2278807",http://www.polimi.it,coordinator,406250,406250,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,904135934,DIMOS ANDRAVIDAS-KYLLINIS,MUNICIPALITY OF ANDRAVIDA-KYLLINI,false,PUB,Lechaina,EL,"37.9370796,21.4289754",NA,participant,103750,103750,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,894303432,IDF - INGEGNERIA DEL FUOCO SRL,NA,true,PRC,Argelato,IT,"44.606896199999994,11.36587177374258",https://www.idf-fire.com/,participant,120000,120000,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,999843409,CINECA CONSORZIO INTERUNIVERSITARIO,CINECA,false,REC,Casalecchio Di Reno Bo,IT,"44.48625365,11.2597288669283",http://www.cineca.it,participant,185625,185625,Alt fuels,Hydrogen,Yes
101007226,e-SHyIPS,Ecosystemic knowledge in Standards for Hydrogen Implementation on Passenger Ship,RIA,944380458,UNI - ENTE ITALIANO DI NORMAZIONE,UNI,true,OTH,Milano,IT,"45.4463086,9.2138495",NA,participant,136250,136250,Alt fuels,Hydrogen,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,953976668,OWI SCIENCE FOR  FUELS  GMBH,OWI - Science for Fuels,false,REC,Herzogenrath,DE,"50.8294477,6.079730265743954",www.owi-aachen.de,participant,389642.5,389642.5,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999849229,UNIVERSITY OF CAPE TOWN,UCT,false,HES,Rondebosch,ZA,"-33.9680555,18.4877778",http://www.uct.ac.za,participant,95003.75,95003.75,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,893798450,GOODFUELS BV,GOODFUELS,false,PRC,Amsterdam,NL,"52.352113,4.8654197",NA,participant,221875,221875,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,968978300,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,KAUST,false,HES,Thuwal,SA,"22.2833454,39.1128145",www.kaust.edu.sa,associatedPartner,0,0,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999991722,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,false,REC,Madrid,ES,"40.4409945,-3.6878876",http://www.csic.es,coordinator,587378.75,587378.75,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999734963,UNIRESEARCH BV,NA,true,PRC,Delft,NL,"51.9962246,4.3840682",http://www.uniresearch.nl,participant,240750,240750,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999952243,AVL LIST GMBH,AVL,false,PRC,Graz,AT,"47.0776246,15.4247487",http://www.avl.com,participant,309750,309750,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999990655,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,false,HES,Kongens Lyngby,DK,"55.7718649,12.5051413",http://www.dtu.dk,participant,475000,475000,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,916088565,TEC4FUELS,NA,true,PRC,Herzogenrath,DE,"50.8294477,6.079730265743954",NA,participant,292867.5,292867.5,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,999990267,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,false,REC,Munchen,DE,"48.1411687,11.5822929",http://www.mpg.de,participant,596773.75,596773.75,Alt fuels,Biofuels,Yes
101083700,E-TANDEM,HYBRID TANDEM CATALYTIC CONVERSION PROCESS TOWARDS HIGHER OXYGENATE E-FUELS,RIA,996827485,"SVEUCILISTE U ZAGREBU, FAKULTET STROJARSTVA I BRODOGRADNJE",UNIZAG FSB,false,HES,Zagreb,HR,"45.7982002,15.9703608",http://www.fsb.hr,participant,125843.75,125843.75,Alt fuels,Biofuels,Yes
888465,Evolift,Evolift - Getting people out of harms way,SME-1,898377335,EVOLIFT AS,Evolift AS,true,PRC,HUNDVAG,NO,"58.998282,5.756049",NA,coordinator,50000,71429,Operational measures,Port and cargo logistics and automation,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,999901318,LUNDS UNIVERSITET,NA,false,HES,Lund,SE,"55.70632395,13.1945813996656",http://www.lu.se,coordinator,671562.5,671562.5,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,945742726,ANGLO BELGIAN CORPORATION,NA,false,PRC,Gent,BE,"51.2016076,3.2334039",NA,participant,699890.63,999843.75,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,999986096,UNIVERSITEIT GENT,UGent,false,HES,Gent,BE,"51.048245,3.7272009",http://www.ugent.be,participant,311500,311500,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,998894070,HAVEN VAN ANTWERPEN-BRUGGE,PORT OF ANTWERP BRUGES,false,PRC,Antwerpen,BE,"51.241121050000004,4.4075539284596",www.portofantwerp.be,participant,526575,752250,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,937444376,HEINZMANN GMBH & CO KG,NA,false,PRC,Schonau Im Schwarzwald,DE,"47.776698100000004,7.890168667118857",NA,participant,472412.5,674875,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,999978142,ETHNICON METSOVION POLYTECHNION,NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA,false,HES,ATHINA,EL,"38.9953683,21.9877132",http://www.ntua.gr,participant,209375,209375,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,999421168,BALANCE TECHNOLOGY CONSULTING GMBH,NA,true,PRC,Bremen,DE,"53.076063,8.81482590028901",www.bal.eu,participant,397442.5,567775,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,946445588,METHANEX EUROPE SA,Methanex Europe,false,PRC,Waterloo,BE,"50.7003544,4.4248789",NA,participant,71706.25,102437.5,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,920966210,SOUPER TOYS SKAFI EPE,SUPER TOYS LLC,true,PRC,Koropi,EL,"37.8997648,23.8736294",NA,participant,109965.63,157093.75,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,935786452,MEYER WERFT PAPENBURG GMBH & CO KG,NA,false,PRC,Papenburg,DE,"53.0923492,7.3643357",www.meyerwerft.de,participant,220937.5,315625,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,998073159,SSPA SWEDEN AB,SSPA,false,REC,GOTEBORG,SE,"57.6890581,11.9761857",www.sspa.se,participant,332375,332375,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,996675583,SWEDISH MARITIME ADMINISTRATION,NA,false,PUB,Norrköping,SE,"58.5909124,16.1903511",http://www.sjofartsverket.se,participant,304000,304000,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,998981176,LLOYD'S REGISTER EMEA IPS,LR IMEA,false,OTH,London,UK,"51.5073219,-0.1276473",http://www.lr.org,participant,161787.5,231125,Alt fuels,Methanol,Yes
860251,FASTWATER,FAST Track to Clean and Carbon-Neutral WATERborne Transport through Gradual Introduction of Methanol Fuel: Developing and Demonstrating an Evolutionary Pathway for Methanol Technology and Take-up,IA,986269229,SCANDINAOS AB,SCANDINAOS AB,true,PRC,GOTEBORG,SE,"57.6573915,11.9101019",NA,participant,509687.5,728125,Alt fuels,Methanol,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,999773957,L - UP SAS,NA,true,PRC,Paris,FR,"48.8743362,2.2988959",NA,participant,177165.63,253093.75,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,912544767,BUREAU VERITAS MARINE & OFFSHORE REGISTRE INTERNATIONAL DE CLASSIFICATION DE NAVIRES ET DE PLATEFORMES OFFSHORE,BUREAU VERITAS MARINE & OFFSHORE,false,PRC,COURBEVOIE,FR,"48.89344,2.275691325",http://www.bureauveritas.fr,participant,85312.5,121875,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,998381522,NAVAL GROUP,NAVAL GROUP,false,PRC,Paris,FR,"48.8514324,2.2904274",www.dcnsgroup.com.,participant,743750,1062500,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,938166832,COMPASS INGENIERIA Y SISTEMAS SA,COMPASS INGENIERIA Y SISTEMAS SA,true,PRC,Barcelona,ES,"41.3825596,2.1771353",NA,participant,457625,653750,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,948805210,INSTITUT DE RECHERCHE TECHNOLOGIQUE JULES VERNE,IRT JULES VERNE,false,REC,Bouguenais,FR,"47.179301,-1.623369",NA,participant,341250,341250,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,958572334,INDUSTRIAS QUIMICAS IRURENA SA,IRURENA,true,PRC,Azpeitia,ES,"43.1838618,-2.2657421",www.irurena.com,participant,488180,697400,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,898345131,Zafiro Business Solutions Korlatolt Felelossegu Tarsasag,NA,false,PRC,Budapest,HU,"47.501447600000006,19.065627561498115",NA,participant,284672.5,406675,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,999886671,POLITECHNIKA LODZKA,TUL,false,HES,Lodz,PL,"51.7687323,19.4569911",http://www.p.lodz.pl,participant,195400,195400,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,999658721,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,CIMNE-CERCA,false,REC,Barcelona,ES,"41.370449300000004,2.1500219563810696",http://www.cimne.com,coordinator,877000,877000,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,915132824,10XL BV,10XL B.V.,true,PRC,Dordrecht,NL,"51.7974517,4.6792485",NA,participant,738412.5,1054875,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,917627082,CURVE WORKS BV,NA,true,PRC,Hazerswoude-Rijndijk,NL,"52.1289283,4.6085811",NA,participant,205979.38,294256.25,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,996741252,"TECNICAS Y SERVICIOS DE INGENIERÍA, S.L.",TSI,true,PRC,Madrid,ES,"40.4167047,-3.7035825",www.tsisl.es,participant,623910,891300,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,996840968,INEGI - INSTITUTO DE CIENCIA E INOVACAO EM ENGENHARIA MECANICA E ENGENHARIA INDUSTRIAL,INEGI,true,REC,Porto,PT,"41.1494512,-8.6107883",http://www.inegi.pt,participant,723062.5,723062.5,Hull design,Ship Design and New materials,Yes
101006860,FIBRE4YARDS,FIBRE composite manufacturing technologies FOR the automation and modular construction in shipYARDS,IA,999974844,UNIVERSIDAD POLITECNICA DE MADRID,UPM,false,HES,Madrid,ES,"40.4167047,-3.7035824",http://www.upm.es,thirdParty,0,80322.14,Hull design,Ship Design and New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,912544767,BUREAU VERITAS MARINE & OFFSHORE REGISTRE INTERNATIONAL DE CLASSIFICATION DE NAVIRES ET DE PLATEFORMES OFFSHORE,BUREAU VERITAS MARINE & OFFSHORE,false,PRC,COURBEVOIE,FR,"48.89344,2.275691325",http://www.bureauveritas.fr,participant,275625,393750,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,951468248,EXAIL,exail,false,PRC,Saint Germain En Laye,FR,"48.898989,2.067901",NA,participant,1293687.5,1848125,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,957160402,NAVROM SHIPYARD SRL,NAVREP,true,PRC,Galati,RO,"45.4303181,28.0587336",http://www.navrom.ro,participant,210000,300000,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,932760440,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,false,REC,Espoo,FI,"60.2051454,24.6569676",www.vtt.fi,participant,792642.5,792642.5,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,938786177,TUCO YACHT VAERFT APS,JJ BADHANDVAERK APS,true,PRC,Faaborg,DK,"55.112984,10.219369",NA,participant,437220,624600,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,986337420,DANAOS SHIPPING COMPANY LIMITED,NA,false,PRC,Limassol,CY,"34.79489125,32.985589384508",http://www.danaosshipping.com,participant,337750,482500,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,938166832,COMPASS INGENIERIA Y SISTEMAS SA,COMPASS INGENIERIA Y SISTEMAS SA,true,PRC,Barcelona,ES,"41.3825596,2.1771353",NA,participant,721087.5,1030125,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,999809071,UNIVERSITY OF LIMERICK,UNIVERSITY OF LIMERICK,false,HES,Limerick,IE,"52.661252,-8.6301238",http://www.ul.ie,participant,722801.25,722801.25,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,999991722,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,false,REC,Madrid,ES,"40.4409945,-3.6878876",http://www.csic.es,participant,111375,111375,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,952657856,FOINIKAS SHIPPING COMPANY NE,FOINIKAS,true,PRC,Maroussi Athina,EL,"39.2243973,21.601207",http://www.avin.gr,participant,157412.5,224875,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,987609963,FUNDACION CENTRO TECNOLOGICO SOERMAR,SOERMAR,true,REC,Madrid,ES,"40.4167047,-3.7035824",www.soermar.com,participant,382562.5,382562.5,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,990822021,RINA SERVICES SPA,NA,false,PRC,Genova,IT,"44.4000905,8.9365357",http://www.rina.org/en,participant,237125,338750,Hull design,New materials,Yes
723360,FIBRESHIP,Engineering. production and life‐cycle management for the complete construction of large‐length FIBRE‐based SHIPs,IA,999658721,CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,CIMNE-CERCA,false,REC,Barcelona,ES,"41.370449300000004,2.1500219563810696",http://www.cimne.com,participant,971150,971150,Hull design,New materials,Yes
